,X,Age,Education,Marital.Status,Gender,Income
28151,28151,46,Higher Education,Not Married,Male,26.18373513
28152,28152,51,Higher Education,Married,Male,29.40454005
28153,28153,19,Higher Education,Not Married,Female,24.48101666
28154,28154,67,Higher Education,Not Married,Female,43.643087
28155,28155,31,Higher Education,Married,Male,27.13060572
28156,28156,27,None Higher Education,Married,Male,66.68466026
28157,28157,21,Higher Education,Not Married,Female,29.79833502
28158,28158,36,Higher Education,Married,Male,35.5037941
28159,28159,23,Higher Education,Not Married,Female,12.24005552
28160,28160,62,Higher Education,Married,Female,37.57643532
28161,28161,31,None Higher Education,Married,Male,55.18603508
28162,28162,52,None Higher Education,Married,Male,58.39039613
28163,28163,39,Higher Education,Married,Male,37.67505599
28164,28164,24,None Higher Education,Not Married,Male,40.92804903
28165,28165,55,Higher Education,Not Married,Male,32.59110934
28166,28166,38,Higher Education,Married,Male,44.86624113
28167,28167,36,Higher Education,Married,Male,37.06641284
28168,28168,17,None Higher Education,Not Married,Female,42.30700149
28169,28169,27,Higher Education,Married,Female,33.65701175
28170,28170,30,Higher Education,Not Married,Male,35.10510895
28171,28171,43,Higher Education,Not Married,Female,25.51361043
28172,28172,51,None Higher Education,Not Married,Female,53.00241042
28173,28173,47,None Higher Education,Not Married,Female,49.52379012
28174,28174,49,Higher Education,Not Married,Female,35.5211716
28175,28175,34,Higher Education,Married,Male,25.21675481
28176,28176,19,Higher Education,Not Married,Male,36.43118338
28177,28177,79,Higher Education,Not Married,Male,51.67624613
28178,28178,28,Higher Education,Not Married,Male,34.81057504
28179,28179,41,Higher Education,Married,Male,18.43651787
28180,28180,21,Higher Education,Married,Male,34.88096286
28181,28181,31,None Higher Education,Not Married,Female,64.25759505
28182,28182,45,Higher Education,Married,Male,36.31491733
28183,28183,23,Higher Education,Not Married,Male,33.97643995
28184,28184,32,Higher Education,Married,Male,42.89020586
28185,28185,67,None Higher Education,Married,Male,46.06937791
28186,28186,32,Higher Education,Married,Male,39.22496127
28187,28187,35,Higher Education,Married,Male,31.97726122
28188,28188,29,Higher Education,Married,Male,23.56133519
28189,28189,38,Higher Education,Married,Male,20.75122518
28190,28190,38,Higher Education,Married,Male,25.56302277
28191,28191,18,Higher Education,Not Married,Male,29.29384621
28192,28192,47,Higher Education,Married,Male,22.06801123
28193,28193,22,Higher Education,Not Married,Female,22.33709604
28194,28194,21,Higher Education,Married,Male,13.26079899
28195,28195,27,None Higher Education,Married,Male,40.09607584
28196,28196,28,Higher Education,Not Married,Female,30.08952798
28197,28197,32,Higher Education,Married,Male,49.41645815
28198,28198,40,Higher Education,Married,Male,45.53466041
28199,28199,23,None Higher Education,Not Married,Female,50.91842541
28200,28200,25,Higher Education,Married,Male,22.65326361
28201,28201,44,Higher Education,Not Married,Male,25.79307308
28202,28202,43,Higher Education,Married,Female,27.75577822
28203,28203,31,None Higher Education,Married,Male,58.17764475
28204,28204,33,Higher Education,Married,Male,28.63545113
28205,28205,41,Higher Education,Married,Male,42.27454008
28206,28206,29,Higher Education,Married,Male,29.4986864
28207,28207,32,None Higher Education,Not Married,Male,46.77129743
28208,28208,78,None Higher Education,Married,Male,32.16845717
28209,28209,64,Higher Education,Married,Male,19.78427926
28210,28210,58,None Higher Education,Married,Male,54.86582131
28211,28211,55,None Higher Education,Not Married,Male,42.68986405
28212,28212,20,Higher Education,Not Married,Female,35.75762823
28213,28213,35,Higher Education,Married,Male,33.95969696
28214,28214,27,Higher Education,Married,Male,34.45999544
28215,28215,37,Higher Education,Married,Male,20.96611537
28216,28216,42,None Higher Education,Not Married,Female,49.78243219
28217,28217,47,None Higher Education,Married,Male,43.22211951
28218,28218,29,Higher Education,Not Married,Female,30.03289364
28219,28219,33,None Higher Education,Not Married,Female,41.2487157
28220,28220,44,Higher Education,Not Married,Female,58.86965901
28221,28221,70,None Higher Education,Not Married,Female,39.16849251
28222,28222,25,Higher Education,Not Married,Male,23.4194042
28223,28223,24,None Higher Education,Not Married,Female,60.67886652
28224,28224,42,None Higher Education,Not Married,Female,46.04618073
28225,28225,53,None Higher Education,Married,Male,42.86125217
28226,28226,39,None Higher Education,Not Married,Female,46.43560319
28227,28227,72,Higher Education,Married,Male,18.32720887
28228,28228,43,None Higher Education,Not Married,Female,43.20104465
28229,28229,25,Higher Education,Married,Male,49.57989569
28230,28230,37,None Higher Education,Married,Male,50.52129015
28231,28231,27,Higher Education,Not Married,Female,16.37145193
28232,28232,39,Higher Education,Married,Male,24.12100454
28233,28233,64,Higher Education,Married,Male,34.99930624
28234,28234,29,Higher Education,Not Married,Male,33.87266892
28235,28235,50,None Higher Education,Married,Male,58.39597337
28236,28236,33,None Higher Education,Not Married,Female,53.33846509
28237,28237,18,Higher Education,Not Married,Female,39.93533069
28238,28238,20,None Higher Education,Not Married,Male,58.6023099
28239,28239,32,Higher Education,Not Married,Female,34.82421857
28240,28240,45,Higher Education,Not Married,Female,34.71859488
28241,28241,48,Higher Education,Married,Female,19.64310273
28242,28242,20,Higher Education,Not Married,Female,30.9939779
28243,28243,23,Higher Education,Not Married,Female,32.41942226
28244,28244,34,None Higher Education,Married,Male,60.61586543
28245,28245,43,None Higher Education,Not Married,Male,61.1367616
28246,28246,44,None Higher Education,Married,Male,46.55973499
28247,28247,47,Higher Education,Married,Male,16.93272565
28248,28248,47,Higher Education,Married,Female,38.79549102
28249,28249,46,None Higher Education,Not Married,Female,51.38375473
28250,28250,19,Higher Education,Not Married,Female,42.2265526
28251,28251,51,Higher Education,Married,Male,12.75041381
28252,28252,41,Higher Education,Not Married,Male,31.09551483
28253,28253,37,None Higher Education,Not Married,Female,55.49428925
28254,28254,31,Higher Education,Not Married,Male,26.65241729
28255,28255,25,Higher Education,Not Married,Male,35.71958367
28256,28256,46,Higher Education,Married,Male,34.88752339
28257,28257,53,Higher Education,Married,Male,16.6974613
28258,28258,47,Higher Education,Not Married,Female,30.12080629
28259,28259,28,Higher Education,Married,Male,23.66182111
28260,28260,60,Higher Education,Married,Male,41.58354107
28261,28261,43,Higher Education,Married,Male,23.81672257
28262,28262,45,Higher Education,Married,Male,34.73353208
28263,28263,28,None Higher Education,Not Married,Male,53.30120808
28264,28264,19,None Higher Education,Not Married,Male,42.88641342
28265,28265,51,Higher Education,Married,Male,16.73953945
28266,28266,19,Higher Education,Not Married,Male,28.8495936
28267,28267,64,Higher Education,Married,Male,22.81887648
28268,28268,44,Higher Education,Married,Male,18.96847374
28269,28269,21,Higher Education,Not Married,Male,20.81299732
28270,28270,33,Higher Education,Not Married,Male,29.26954789
28271,28271,63,None Higher Education,Married,Male,45.25649343
28272,28272,44,Higher Education,Not Married,Female,26.60895691
28273,28273,44,Higher Education,Married,Male,26.33477914
28274,28274,28,Higher Education,Not Married,Female,17.45015127
28275,28275,24,None Higher Education,Not Married,Male,46.3780581
28276,28276,20,Higher Education,Not Married,Female,25.98020924
28277,28277,21,Higher Education,Not Married,Female,37.06198524
28278,28278,20,Higher Education,Not Married,Male,35.74920245
28279,28279,21,Higher Education,Not Married,Male,37.88512253
28280,28280,34,Higher Education,Married,Male,36.47909932
28281,28281,17,None Higher Education,Not Married,Female,61.45705525
28282,28282,35,None Higher Education,Not Married,Female,49.03297942
28283,28283,26,Higher Education,Not Married,Male,35.6801309
28284,28284,35,Higher Education,Not Married,Male,16.16853936
28285,28285,25,Higher Education,Not Married,Male,44.83977273
28286,28286,27,Higher Education,Married,Male,31.57193317
28287,28287,52,None Higher Education,Married,Male,54.50362609
28288,28288,43,None Higher Education,Not Married,Female,47.81385427
28289,28289,36,Higher Education,Married,Male,23.01467906
28290,28290,37,Higher Education,Not Married,Male,29.62506763
28291,28291,58,Higher Education,Not Married,Female,27.39369016
28292,28292,25,None Higher Education,Not Married,Male,37.63143959
28293,28293,54,Higher Education,Married,Male,25.33597607
28294,28294,42,Higher Education,Married,Male,31.08809641
28295,28295,65,None Higher Education,Married,Male,57.51432328
28296,28296,44,Higher Education,Not Married,Female,10.75281492
28297,28297,61,None Higher Education,Married,Male,51.06472317
28298,28298,29,Higher Education,Married,Male,26.72165385
28299,28299,34,Higher Education,Married,Male,26.47836146
28300,28300,24,Higher Education,Not Married,Female,25.0878327
28301,28301,40,None Higher Education,Married,Male,65.05957171
28302,28302,42,Higher Education,Married,Male,35.7321512
28303,28303,50,Higher Education,Not Married,Male,27.40278973
28304,28304,18,Higher Education,Not Married,Female,23.32678267
28305,28305,49,Higher Education,Married,Male,36.92999849
28306,28306,38,Higher Education,Not Married,Male,32.34556218
28307,28307,41,Higher Education,Married,Male,35.46634543
28308,28308,70,Higher Education,Not Married,Male,45.45368668
28309,28309,51,Higher Education,Married,Male,16.63158743
28310,28310,24,None Higher Education,Not Married,Female,33.30149555
28311,28311,57,Higher Education,Married,Male,17.77586584
28312,28312,22,Higher Education,Not Married,Female,42.00273093
28313,28313,31,Higher Education,Married,Male,31.97285738
28314,28314,28,Higher Education,Married,Female,31.45360532
28315,28315,45,Higher Education,Married,Male,23.1334375
28316,28316,39,Higher Education,Married,Male,28.01374764
28317,28317,26,Higher Education,Not Married,Female,33.89690218
28318,28318,38,Higher Education,Married,Male,28.63453546
28319,28319,38,Higher Education,Married,Male,40.40945299
28320,28320,19,Higher Education,Not Married,Male,27.27731275
28321,28321,36,Higher Education,Married,Male,34.316997
28322,28322,30,Higher Education,Married,Male,15.73807162
28323,28323,28,Higher Education,Married,Male,29.4099031
28324,28324,53,None Higher Education,Not Married,Male,35.54188742
28325,28325,32,None Higher Education,Not Married,Male,45.62067952
28326,28326,57,Higher Education,Married,Male,27.88705877
28327,28327,47,Higher Education,Not Married,Female,49.0365903
28328,28328,36,Higher Education,Married,Male,33.48099289
28329,28329,21,None Higher Education,Not Married,Female,54.88235674
28330,28330,25,None Higher Education,Married,Male,49.97535594
28331,28331,37,Higher Education,Not Married,Female,24.65357452
28332,28332,31,Higher Education,Not Married,Female,19.20529625
28333,28333,43,Higher Education,Married,Male,25.6310973
28334,28334,61,Higher Education,Not Married,Female,31.79102596
28335,28335,56,Higher Education,Married,Male,27.52591566
28336,28336,35,None Higher Education,Married,Male,31.60975966
28337,28337,59,None Higher Education,Not Married,Female,43.83787812
28338,28338,44,Higher Education,Married,Male,17.51220407
28339,28339,47,Higher Education,Not Married,Female,25.21751025
28340,28340,44,None Higher Education,Married,Male,52.57030618
28341,28341,64,Higher Education,Married,Male,16.96018328
28342,28342,26,Higher Education,Married,Male,24.38719335
28343,28343,53,None Higher Education,Married,Male,32.20333824
28344,28344,50,None Higher Education,Married,Male,40.89811817
28345,28345,30,Higher Education,Married,Female,13.04614641
28346,28346,46,Higher Education,Not Married,Female,24.22122821
28347,28347,45,Higher Education,Married,Male,24.82766299
28348,28348,44,Higher Education,Not Married,Female,35.96806843
28349,28349,59,Higher Education,Married,Male,55.95973414
28350,28350,65,Higher Education,Married,Male,25.80999449
28351,28351,23,Higher Education,Not Married,Female,28.34134897
28352,28352,33,Higher Education,Not Married,Female,35.13649043
28353,28353,34,Higher Education,Not Married,Female,19.22035587
28354,28354,38,None Higher Education,Not Married,Female,60.09395699
28355,28355,62,None Higher Education,Married,Male,50.11674605
28356,28356,21,Higher Education,Not Married,Male,37.56596539
28357,28357,41,Higher Education,Married,Male,34.09103716
28358,28358,35,Higher Education,Not Married,Male,29.97712774
28359,28359,62,Higher Education,Not Married,Male,24.59727172
28360,28360,53,Higher Education,Married,Male,28.14369364
28361,28361,69,Higher Education,Married,Male,8.516954686
28362,28362,19,Higher Education,Not Married,Female,29.60157269
28363,28363,47,None Higher Education,Married,Male,41.31996724
28364,28364,52,Higher Education,Married,Male,27.09317631
28365,28365,54,Higher Education,Married,Male,53.7219354
28366,28366,58,Higher Education,Married,Male,38.86983781
28367,28367,30,Higher Education,Married,Male,23.14053201
28368,28368,39,Higher Education,Married,Female,19.42763114
28369,28369,73,None Higher Education,Married,Male,57.65587124
28370,28370,64,None Higher Education,Married,Male,52.35975487
28371,28371,32,Higher Education,Not Married,Male,31.52450926
28372,28372,51,Higher Education,Married,Male,37.76342626
28373,28373,57,None Higher Education,Not Married,Male,37.19156541
28374,28374,25,Higher Education,Not Married,Male,39.13644242
28375,28375,53,Higher Education,Married,Male,42.39480545
28376,28376,39,Higher Education,Not Married,Female,48.72921398
28377,28377,49,Higher Education,Not Married,Female,19.99269131
28378,28378,23,None Higher Education,Not Married,Female,49.37600893
28379,28379,28,None Higher Education,Not Married,Male,42.09534618
28380,28380,46,Higher Education,Married,Male,41.23511124
28381,28381,40,Higher Education,Not Married,Male,23.3678595
28382,28382,24,Higher Education,Married,Male,32.2645042
28383,28383,20,Higher Education,Not Married,Male,25.51265597
28384,28384,50,None Higher Education,Married,Male,51.17606773
28385,28385,24,None Higher Education,Not Married,Female,48.80763627
28386,28386,35,Higher Education,Married,Male,53.67456096
28387,28387,33,None Higher Education,Not Married,Female,61.71202443
28388,28388,54,None Higher Education,Not Married,Male,44.21908872
28389,28389,35,Higher Education,Married,Male,34.39530994
28390,28390,31,Higher Education,Married,Male,20.83505906
28391,28391,47,Higher Education,Married,Male,28.18767617
28392,28392,48,Higher Education,Not Married,Female,35.58321014
28393,28393,33,None Higher Education,Not Married,Male,54.78497092
28394,28394,35,None Higher Education,Married,Male,50.44055567
28395,28395,20,Higher Education,Not Married,Female,41.08219996
28396,28396,36,Higher Education,Not Married,Male,23.10323396
28397,28397,30,None Higher Education,Not Married,Female,50.21472222
28398,28398,39,Higher Education,Married,Male,37.94744865
28399,28399,25,Higher Education,Not Married,Male,22.29757134
28400,28400,40,Higher Education,Not Married,Female,33.12274794
28401,28401,25,Higher Education,Married,Male,41.87394863
28402,28402,33,Higher Education,Married,Female,33.20844092
28403,28403,53,Higher Education,Not Married,Male,12.31782756
28404,28404,18,None Higher Education,Not Married,Male,49.39363504
28405,28405,41,Higher Education,Not Married,Male,47.88139196
28406,28406,25,None Higher Education,Married,Male,41.66495555
28407,28407,66,None Higher Education,Not Married,Male,41.11740623
28408,28408,53,Higher Education,Not Married,Female,34.53015793
28409,28409,27,Higher Education,Married,Male,28.05562814
28410,28410,28,Higher Education,Not Married,Female,27.19881906
28411,28411,23,Higher Education,Not Married,Male,37.35032078
28412,28412,29,None Higher Education,Not Married,Male,59.71697607
28413,28413,26,Higher Education,Married,Female,37.69907401
28414,28414,26,Higher Education,Not Married,Male,36.94815357
28415,28415,26,None Higher Education,Not Married,Male,48.77798019
28416,28416,38,Higher Education,Married,Male,43.58483619
28417,28417,36,None Higher Education,Married,Male,44.54986088
28418,28418,34,Higher Education,Married,Male,46.26655712
28419,28419,32,Higher Education,Not Married,Male,35.72657162
28420,28420,57,Higher Education,Married,Male,17.25373032
28421,28421,31,Higher Education,Not Married,Female,27.19444723
28422,28422,38,None Higher Education,Not Married,Female,34.56176751
28423,28423,39,Higher Education,Not Married,Female,36.77610042
28424,28424,35,Higher Education,Married,Male,38.38553948
28425,28425,18,None Higher Education,Not Married,Female,38.78466702
28426,28426,75,Higher Education,Married,Male,42.80918655
28427,28427,28,Higher Education,Not Married,Male,36.72117875
28428,28428,41,Higher Education,Not Married,Female,26.11689894
28429,28429,39,None Higher Education,Married,Male,63.00420378
28430,28430,31,Higher Education,Not Married,Male,23.2265432
28431,28431,38,Higher Education,Not Married,Female,30.32597255
28432,28432,43,Higher Education,Not Married,Female,35.21801042
28433,28433,27,Higher Education,Married,Male,33.4648955
28434,28434,42,Higher Education,Married,Male,40.45826671
28435,28435,46,None Higher Education,Not Married,Female,77.45274593
28436,28436,20,Higher Education,Not Married,Female,34.66752747
28437,28437,42,Higher Education,Not Married,Female,27.90942815
28438,28438,69,Higher Education,Not Married,Female,41.82332749
28439,28439,47,None Higher Education,Married,Female,57.90736946
28440,28440,49,Higher Education,Married,Male,42.08581005
28441,28441,20,Higher Education,Not Married,Female,34.05645428
28442,28442,52,None Higher Education,Married,Female,27.68857772
28443,28443,33,None Higher Education,Married,Male,48.92214843
28444,28444,18,None Higher Education,Not Married,Female,64.05452367
28445,28445,55,Higher Education,Not Married,Female,25.66387486
28446,28446,61,None Higher Education,Married,Male,46.29484269
28447,28447,61,Higher Education,Married,Male,39.07233779
28448,28448,39,None Higher Education,Not Married,Male,53.17628591
28449,28449,30,Higher Education,Married,Male,38.53573396
28450,28450,61,Higher Education,Not Married,Female,40.0476721
28451,28451,36,None Higher Education,Married,Female,56.42098862
28452,28452,34,Higher Education,Married,Male,32.03534839
28453,28453,53,Higher Education,Married,Male,34.36409347
28454,28454,38,None Higher Education,Married,Female,67.48908701
28455,28455,46,None Higher Education,Married,Male,69.22516555
28456,28456,27,Higher Education,Married,Male,36.52759914
28457,28457,32,None Higher Education,Not Married,Female,41.88657733
28458,28458,60,None Higher Education,Not Married,Female,47.3665024
28459,28459,23,None Higher Education,Not Married,Male,46.6498676
28460,28460,29,None Higher Education,Not Married,Female,23.20108034
28461,28461,22,Higher Education,Not Married,Male,32.71415541
28462,28462,25,Higher Education,Not Married,Male,41.65267927
28463,28463,29,None Higher Education,Married,Male,50.36268592
28464,28464,90,Higher Education,Married,Male,23.22546205
28465,28465,37,Higher Education,Not Married,Female,32.59046954
28466,28466,32,Higher Education,Not Married,Male,32.57520352
28467,28467,18,Higher Education,Married,Male,29.71005402
28468,28468,35,Higher Education,Not Married,Female,22.71536843
28469,28469,50,None Higher Education,Married,Male,40.80256575
28470,28470,54,Higher Education,Married,Male,60.61567518
28471,28471,43,None Higher Education,Married,Male,47.30456682
28472,28472,28,Higher Education,Not Married,Male,29.74740617
28473,28473,51,None Higher Education,Married,Male,36.08633894
28474,28474,31,Higher Education,Not Married,Male,33.42101711
28475,28475,69,Higher Education,Not Married,Female,37.13945549
28476,28476,57,None Higher Education,Married,Male,61.83210518
28477,28477,71,Higher Education,Not Married,Female,40.92477831
28478,28478,28,None Higher Education,Not Married,Female,47.707565
28479,28479,28,None Higher Education,Not Married,Male,34.68354635
28480,28480,25,Higher Education,Not Married,Male,30.09339691
28481,28481,49,None Higher Education,Married,Male,52.91144184
28482,28482,52,None Higher Education,Married,Male,48.86771787
28483,28483,23,None Higher Education,Not Married,Male,54.09331132
28484,28484,32,None Higher Education,Married,Male,52.98098897
28485,28485,31,Higher Education,Not Married,Female,21.87062253
28486,28486,30,Higher Education,Not Married,Male,17.1067012
28487,28487,24,Higher Education,Married,Male,23.51526143
28488,28488,45,None Higher Education,Married,Male,42.64180905
28489,28489,30,Higher Education,Married,Male,41.67174673
28490,28490,52,None Higher Education,Married,Male,53.6688176
28491,28491,42,Higher Education,Not Married,Female,25.3737346
28492,28492,49,Higher Education,Married,Male,31.42421704
28493,28493,20,Higher Education,Not Married,Male,18.3217448
28494,28494,25,None Higher Education,Not Married,Female,36.74854825
28495,28495,41,None Higher Education,Married,Male,28.1393711
28496,28496,55,Higher Education,Not Married,Female,26.81930525
28497,28497,31,None Higher Education,Married,Male,50.31717953
28498,28498,25,None Higher Education,Not Married,Female,53.23602816
28499,28499,32,Higher Education,Married,Male,49.12504278
28500,28500,29,Higher Education,Not Married,Male,32.01685497
28501,28501,37,Higher Education,Not Married,Female,32.68144298
28502,28502,52,None Higher Education,Not Married,Female,55.39768791
28503,28503,19,Higher Education,Not Married,Female,33.16268239
28504,28504,21,Higher Education,Not Married,Male,34.90341216
28505,28505,43,None Higher Education,Not Married,Male,47.25165963
28506,28506,39,Higher Education,Married,Male,27.30267609
28507,28507,40,Higher Education,Married,Male,20.33731531
28508,28508,54,None Higher Education,Not Married,Female,57.09046025
28509,28509,35,None Higher Education,Not Married,Male,43.3678474
28510,28510,34,None Higher Education,Not Married,Female,42.23648963
28511,28511,35,Higher Education,Married,Male,17.32470566
28512,28512,57,Higher Education,Married,Male,38.14911833
28513,28513,26,None Higher Education,Not Married,Female,46.48961705
28514,28514,55,None Higher Education,Not Married,Female,48.54105212
28515,28515,51,None Higher Education,Not Married,Female,55.98506767
28516,28516,35,None Higher Education,Not Married,Male,42.63625173
28517,28517,31,Higher Education,Married,Male,13.57726833
28518,28518,17,None Higher Education,Not Married,Female,62.16104809
28519,28519,38,Higher Education,Married,Female,29.50930418
28520,28520,39,Higher Education,Married,Male,38.00517072
28521,28521,29,Higher Education,Married,Male,28.55353232
28522,28522,39,None Higher Education,Not Married,Female,24.2441553
28523,28523,42,Higher Education,Married,Male,43.55489657
28524,28524,46,Higher Education,Married,Male,31.48210249
28525,28525,73,None Higher Education,Married,Male,45.21639616
28526,28526,47,Higher Education,Not Married,Female,29.35071556
28527,28527,28,Higher Education,Not Married,Female,32.87186387
28528,28528,27,None Higher Education,Not Married,Male,57.45299321
28529,28529,38,Higher Education,Not Married,Male,36.59193744
28530,28530,19,Higher Education,Not Married,Male,25.85966408
28531,28531,60,None Higher Education,Not Married,Male,54.46068949
28532,28532,24,Higher Education,Not Married,Male,49.76201315
28533,28533,52,None Higher Education,Married,Male,50.60920322
28534,28534,36,None Higher Education,Not Married,Female,46.116242
28535,28535,26,Higher Education,Not Married,Female,39.8091398
28536,28536,28,None Higher Education,Not Married,Male,74.56845314
28537,28537,38,None Higher Education,Married,Male,33.37209201
28538,28538,47,Higher Education,Married,Male,20.08957367
28539,28539,50,None Higher Education,Not Married,Female,47.23842272
28540,28540,27,Higher Education,Married,Male,42.96446815
28541,28541,47,Higher Education,Not Married,Female,29.36522617
28542,28542,36,None Higher Education,Married,Female,54.2728658
28543,28543,49,Higher Education,Not Married,Male,24.56916177
28544,28544,68,Higher Education,Married,Male,36.10946787
28545,28545,63,Higher Education,Not Married,Female,24.84398026
28546,28546,36,Higher Education,Married,Male,42.63097776
28547,28547,42,Higher Education,Not Married,Female,33.07228204
28548,28548,28,Higher Education,Not Married,Female,15.58011733
28549,28549,68,Higher Education,Married,Female,41.37811073
28550,28550,38,Higher Education,Married,Female,35.1812121
28551,28551,43,None Higher Education,Married,Male,53.83795631
28552,28552,49,Higher Education,Married,Male,12.22644065
28553,28553,59,Higher Education,Not Married,Female,26.33869288
28554,28554,25,None Higher Education,Married,Male,46.91232442
28555,28555,26,None Higher Education,Not Married,Female,51.18736435
28556,28556,59,Higher Education,Not Married,Female,40.73626413
28557,28557,34,Higher Education,Married,Male,31.39890304
28558,28558,34,Higher Education,Married,Male,35.67607959
28559,28559,67,Higher Education,Not Married,Female,31.62263529
28560,28560,45,None Higher Education,Not Married,Female,46.13279153
28561,28561,64,None Higher Education,Married,Male,58.62728167
28562,28562,51,Higher Education,Married,Male,48.91726153
28563,28563,31,None Higher Education,Married,Male,72.32911535
28564,28564,42,None Higher Education,Married,Male,52.6830867
28565,28565,65,None Higher Education,Married,Male,28.70680885
28566,28566,23,Higher Education,Not Married,Male,23.82311071
28567,28567,31,Higher Education,Married,Male,45.32062083
28568,28568,33,None Higher Education,Not Married,Female,58.44136968
28569,28569,17,None Higher Education,Not Married,Male,68.12312551
28570,28570,63,Higher Education,Married,Male,34.27029306
28571,28571,48,Higher Education,Married,Male,42.08817874
28572,28572,45,None Higher Education,Married,Male,51.47665078
28573,28573,17,None Higher Education,Not Married,Male,54.81340961
28574,28574,26,Higher Education,Married,Male,43.27256313
28575,28575,38,Higher Education,Not Married,Female,42.2581189
28576,28576,29,Higher Education,Married,Female,28.93071351
28577,28577,44,Higher Education,Not Married,Female,27.13243937
28578,28578,43,Higher Education,Married,Male,31.66937405
28579,28579,39,None Higher Education,Married,Male,50.11670907
28580,28580,43,Higher Education,Not Married,Male,37.08203088
28581,28581,23,Higher Education,Not Married,Female,22.07316573
28582,28582,19,Higher Education,Not Married,Female,18.50437983
28583,28583,49,None Higher Education,Married,Male,34.68468908
28584,28584,52,Higher Education,Married,Male,43.06150498
28585,28585,32,Higher Education,Married,Male,42.13179676
28586,28586,38,None Higher Education,Married,Male,56.80668553
28587,28587,25,None Higher Education,Not Married,Female,29.45270109
28588,28588,44,Higher Education,Not Married,Male,48.83579273
28589,28589,63,None Higher Education,Married,Male,40.47151636
28590,28590,42,Higher Education,Not Married,Female,36.24270495
28591,28591,21,Higher Education,Not Married,Male,38.54187862
28592,28592,32,Higher Education,Married,Male,22.37094425
28593,28593,24,Higher Education,Not Married,Female,15.63484062
28594,28594,50,Higher Education,Married,Male,26.14775079
28595,28595,26,None Higher Education,Married,Male,52.77606958
28596,28596,35,Higher Education,Married,Male,26.44273159
28597,28597,31,None Higher Education,Married,Male,41.93581863
28598,28598,24,None Higher Education,Not Married,Male,29.57620504
28599,28599,40,Higher Education,Married,Male,46.15906426
28600,28600,31,None Higher Education,Not Married,Male,54.89403179
28601,28601,43,Higher Education,Not Married,Male,37.02356902
28602,28602,44,Higher Education,Married,Male,25.21710065
28603,28603,40,None Higher Education,Not Married,Female,52.56660177
28604,28604,75,None Higher Education,Married,Male,59.10338483
28605,28605,52,Higher Education,Married,Male,55.35934122
28606,28606,51,None Higher Education,Married,Male,60.55865235
28607,28607,39,None Higher Education,Married,Male,65.57592633
28608,28608,40,None Higher Education,Married,Male,46.84755009
28609,28609,40,Higher Education,Not Married,Male,30.93423488
28610,28610,33,Higher Education,Married,Male,47.39049613
28611,28611,38,Higher Education,Married,Male,39.13937012
28612,28612,29,None Higher Education,Not Married,Male,56.11474403
28613,28613,37,Higher Education,Not Married,Female,41.1976638
28614,28614,37,Higher Education,Married,Male,22.31835152
28615,28615,19,Higher Education,Not Married,Male,32.12646149
28616,28616,46,Higher Education,Married,Male,30.8576239
28617,28617,46,None Higher Education,Married,Male,43.91354173
28618,28618,37,Higher Education,Not Married,Male,45.83635651
28619,28619,34,Higher Education,Not Married,Female,22.8653862
28620,28620,38,Higher Education,Not Married,Female,32.61367142
28621,28621,26,Higher Education,Married,Male,32.14251596
28622,28622,34,None Higher Education,Not Married,Female,60.25117778
28623,28623,57,None Higher Education,Married,Male,80.0797315
28624,28624,33,None Higher Education,Not Married,Male,64.57900624
28625,28625,26,Higher Education,Not Married,Male,20.72113099
28626,28626,20,Higher Education,Not Married,Female,35.6807379
28627,28627,38,None Higher Education,Married,Male,64.43754352
28628,28628,61,Higher Education,Married,Male,10.26375625
28629,28629,36,Higher Education,Married,Male,37.03575065
28630,28630,61,Higher Education,Married,Male,17.61604349
28631,28631,17,Higher Education,Not Married,Male,19.5097705
28632,28632,40,Higher Education,Married,Male,25.45008904
28633,28633,18,None Higher Education,Not Married,Male,45.04170191
28634,28634,21,None Higher Education,Not Married,Female,27.21049371
28635,28635,41,Higher Education,Not Married,Male,32.41433609
28636,28636,46,None Higher Education,Not Married,Female,29.85628463
28637,28637,55,Higher Education,Married,Male,34.39620962
28638,28638,27,None Higher Education,Not Married,Male,63.30667221
28639,28639,39,Higher Education,Married,Male,12.99288528
28640,28640,36,Higher Education,Not Married,Male,29.45515146
28641,28641,51,Higher Education,Married,Male,42.83836055
28642,28642,27,None Higher Education,Not Married,Male,57.1051081
28643,28643,30,None Higher Education,Married,Male,38.48993812
28644,28644,42,Higher Education,Not Married,Male,43.78324742
28645,28645,23,None Higher Education,Not Married,Female,65.64680185
28646,28646,56,None Higher Education,Married,Male,61.47690324
28647,28647,41,Higher Education,Married,Male,16.21455385
28648,28648,49,Higher Education,Married,Male,33.89377241
28649,28649,46,None Higher Education,Not Married,Female,50.14838367
28650,28650,54,Higher Education,Married,Male,28.23914093
28651,28651,38,Higher Education,Married,Male,11.90979025
28652,28652,45,Higher Education,Married,Male,31.23366471
28653,28653,50,Higher Education,Married,Male,41.7684657
28654,28654,22,Higher Education,Not Married,Female,38.85779404
28655,28655,31,Higher Education,Not Married,Male,21.16163518
28656,28656,27,Higher Education,Not Married,Male,23.05077075
28657,28657,34,Higher Education,Married,Male,25.69110635
28658,28658,46,None Higher Education,Not Married,Male,52.67821751
28659,28659,47,None Higher Education,Married,Male,45.22452755
28660,28660,36,None Higher Education,Married,Male,55.11356509
28661,28661,22,Higher Education,Not Married,Male,23.41292996
